player_id,name,team,league,sofascore_id,full_name,nationality,position,jersey_number,preferred_foot,height_cm,birth_date,team_name,team_id,market_value_eur,contract_until,national_team_country,is_international,stat_rating,stat_totalRating,stat_countRating,stat_goals,stat_bigChancesCreated,stat_bigChancesMissed,stat_assists,stat_expectedAssists,stat_goalsAssistsSum,stat_accuratePasses,stat_inaccuratePasses,stat_totalPasses,stat_accuratePassesPercentage,stat_accurateOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_accurateFinalThirdPasses,stat_keyPasses,stat_successfulDribbles,stat_successfulDribblesPercentage,stat_tackles,stat_interceptions,stat_yellowCards,stat_directRedCards,stat_redCards,stat_accurateCrosses,stat_accurateCrossesPercentage,stat_totalShots,stat_shotsOnTarget,stat_shotsOffTarget,stat_groundDuelsWon,stat_groundDuelsWonPercentage,stat_aerialDuelsWon,stat_aerialDuelsWonPercentage,stat_totalDuelsWon,stat_totalDuelsWonPercentage,stat_minutesPlayed,stat_goalConversionPercentage,stat_penaltiesTaken,stat_penaltyGoals,stat_penaltyWon,stat_penaltyConceded,stat_shotFromSetPiece,stat_freeKickGoal,stat_goalsFromInsideTheBox,stat_goalsFromOutsideTheBox,stat_shotsFromInsideTheBox,stat_shotsFromOutsideTheBox,stat_headedGoals,stat_leftFootGoals,stat_rightFootGoals,stat_accurateLongBalls,stat_accurateLongBallsPercentage,stat_clearances,stat_errorLeadToGoal,stat_errorLeadToShot,stat_dispossessed,stat_possessionLost,stat_possessionWonAttThird,stat_totalChippedPasses,stat_accurateChippedPasses,stat_touches,stat_wasFouled,stat_fouls,stat_hitWoodwork,stat_ownGoals,stat_dribbledPast,stat_offsides,stat_blockedShots,stat_passToAssist,stat_saves,stat_cleanSheet,stat_penaltyFaced,stat_penaltySave,stat_savedShotsFromInsideTheBox,stat_savedShotsFromOutsideTheBox,stat_goalsConcededInsideTheBox,stat_goalsConcededOutsideTheBox,stat_punches,stat_runsOut,stat_successfulRunsOut,stat_highClaims,stat_crossesNotClaimed,stat_matchesStarted,stat_penaltyConversion,stat_setPieceConversion,stat_totalAttemptAssist,stat_totalContest,stat_totalCross,stat_duelLost,stat_aerialLost,stat_attemptPenaltyMiss,stat_attemptPenaltyPost,stat_attemptPenaltyTarget,stat_totalLongBalls,stat_goalsConceded,stat_tacklesWon,stat_tacklesWonPercentage,stat_scoringFrequency,stat_yellowRedCards,stat_savesCaught,stat_savesParried,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totwAppearances,stat_expectedGoals,stat_goalKicks,stat_ballRecovery,stat_outfielderBlocks,stat_appearances,sofascore_rating,attr_att,attr_cre,attr_tec,attr_def,attr_tac,stat_goalsPrevented,stat_kilometersCovered,stat_numberOfSprints,stat_topSpeed,stat_km_per90,stat_sprints_per90,season
901325,Nicolás González,Juventus,Serie A,901325,Nicolás González,Argentina,M,11.0,Left,180.0,1998-04-06,Juventus,2687,23000000.0,2029-06-30,,0,6.9769230769231,181.4,26,3,2,4,2,1.17663338,5,454,133,587,77.342419080068,172,283,170,19,17,36.170212765957,24,9,3,0,0,1,6.6666666666667,45,21,17,80,48.484848484848,60,55.045871559633,140,51.094890510949,1776,6.6666666666667,0,0,0,0,0,0,2,1,33,12,0,2,1,16,51.612903225806,36,0,2,15,239,6,22,13,952,40,30,3,0,16,6,7,0,0,4,0,0,0,0,16,2,0,0,0,0,0,23,0.0,0.0,19,47,15,134,49,0,0,0,31,18,13,54.166666666667,592.0,0,0,0,203,399,0,4.0399,0,69,,26,6.9769230769231,61.0,56.0,52.0,45.0,50.0,,,,,,,Serie A 25/26
158615,Matías Vecino,Lazio,Serie A,158615,Matías Vecino,Uruguay,M,15.0,Right,187.0,1991-08-24,Celta Vigo,2821,1100000.0,2027-06-30,,0,6.805,136.1,20,2,5,2,3,2.79071717,5,322,72,394,81.725888324873,178,144,71,11,1,100.0,13,5,7,0,0,0,0.0,16,5,7,16,27.118644067797,31,52.542372881356,47,39.830508474576,875,12.5,0,0,0,0,0,0,2,0,13,3,1,1,0,23,76.666666666667,14,0,0,10,91,1,30,19,496,3,20,1,0,14,0,4,0,0,1,0,0,0,0,13,0,0,0,0,0,0,7,0.0,0.0,11,1,2,71,28,0,0,0,30,13,7,53.846153846154,437.5,0,0,0,201,195,0,2.2688,0,29,,20,6.805,51.0,52.0,51.0,51.0,48.0,,,,,,,Serie A 25/26
1389689,Reda Belahyane,Lazio,Serie A,1389689,Reda Belahyane,Morocco,M,21.0,Right,173.0,2004-06-01,Lazio,2699,6600000.0,2029-06-30,,0,6.6357142857143,185.8,28,0,1,0,2,0.66909254,2,670,119,789,84.917617237009,322,348,151,16,36,65.454545454545,44,11,4,1,2,0,0.0,6,2,4,90,53.254437869822,7,31.818181818182,97,50.785340314136,1848,0.0,0,0,0,0,0,0,0,0,1,5,0,0,0,24,40.677966101695,24,0,1,23,213,7,45,16,1084,10,35,0,0,4,0,0,0,0,3,0,0,0,0,32,8,0,0,0,0,0,18,0.0,0.0,16,55,3,94,15,0,0,0,59,40,32,72.727272727273,0.0,1,0,0,357,435,0,0.2273,0,122,,28,6.6357142857143,54.0,62.0,58.0,50.0,54.0,,,,,,,Serie A 25/26
14718,Lorenzo De Silvestri,Bologna,Serie A,14718,Lorenzo De Silvestri,Italy,D,29.0,Right,185.0,1988-05-23,Bologna,2685,540000.0,2027-06-30,,0,6.7588235294118,114.9,17,1,0,0,0,0.38178857,1,349,86,435,80.229885057471,196,158,65,5,1,20.0,11,10,1,0,0,5,21.739130434783,9,4,5,19,38.0,13,44.827586206897,32,40.506329113924,1065,11.111111111111,0,0,0,0,0,0,1,0,8,1,1,0,0,28,53.846153846154,29,0,0,2,131,1,33,15,673,8,17,1,0,9,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,13,0.0,0.0,5,5,23,47,16,0,0,0,52,11,6,54.545454545455,1065.0,0,0,0,214,244,0,0.9036,0,26,,18,6.7588235294118,,,,,,,,,,,,Serie A 25/26
1618563,Lorenzo Venturino,AS Roma,Serie A,1618563,Lorenzo Venturino,Italy,F,76.0,Right,178.0,2006-06-22,Genoa,2713,4600000.0,2029-06-30,,0,6.9,41.4,6,2,0,1,0,0.10180959,2,25,19,44,56.818181818182,9,18,6,3,4,66.666666666667,5,0,0,0,0,2,20.0,4,3,0,10,52.631578947368,1,50.0,11,52.380952380952,163,50.0,0,0,0,0,0,0,1,1,2,2,0,0,2,1,33.333333333333,4,0,0,1,39,0,1,1,94,1,3,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.0,3,6,10,10,1,0,0,0,3,2,3,60.0,81.5,0,0,0,17,37,1,0.9595,0,8,,6,6.9,64.0,58.0,87.0,35.0,32.0,,,,,,,Serie A 25/26
79645,Mattia Perin,Juventus,Serie A,79645,Mattia Perin,Italy,G,1.0,Right,188.0,1992-11-10,Juventus,2687,1900000.0,2027-06-30,,0,7.06,35.3,5,0,0,0,0,0.00578418,0,115,37,152,75.657894736842,107,8,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,100.0,1,100.0,450,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30.769230769231,2,0,0,0,37,0,14,4,201,0,0,0,0,0,0,0,0,13,3,0,0,6,7,3,0,0,0,0,3,0,5,0.0,0.0,0,0,0,0,0,0,0,0,52,3,0,0.0,0.0,0,0,1,115,37,0,,12,48,,5,7.06,,,,,53.0,0.3272,,,,,,Serie A 25/26
1114422,Cher Ndour,Fiorentina,Serie A,1114422,Cher Ndour,Italy,M,20.0,Both,190.0,2004-07-27,Fiorentina,2693,18900000.0,2029-06-30,,0,6.65,53.2,8,0,0,0,0,0.11833509,0,179,37,216,82.87037037037,71,111,49,1,2,66.666666666667,4,2,1,0,0,3,42.857142857143,4,0,4,12,36.363636363636,15,51.724137931034,27,43.548387096774,407,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,50.0,6,0,1,6,55,3,4,3,280,7,6,0,0,8,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,4,0.0,0.0,1,3,7,35,14,0,0,0,6,6,1,25.0,0.0,0,0,0,85,138,0,0.1326,0,20,,9,6.65,51.0,48.0,48.0,51.0,50.0,,,,,,,Serie A 25/26
928800,Marco Brescianini,Fiorentina,Serie A,928800,Marco Brescianini,Italy,M,4.0,Left,188.0,2000-01-20,Fiorentina,2693,8300000.0,2030-06-30,,0,6.7285714285714,188.4,28,4,3,4,2,0.73126921,6,327,69,396,82.575757575758,105,224,124,7,8,34.782608695652,18,2,1,0,0,2,11.111111111111,20,8,6,35,38.04347826087,12,54.545454545455,47,41.228070175439,1010,20.0,0,0,0,0,0,0,4,0,16,4,0,1,3,7,41.176470588235,6,0,0,19,149,5,24,12,581,9,22,0,0,2,2,6,0,0,0,0,0,0,0,13,1,0,0,0,0,0,9,0.0,0.0,7,23,18,67,10,0,0,0,17,14,11,61.111111111111,252.5,0,0,0,116,298,1,3.128,0,50,,29,6.7285714285714,55.0,55.0,50.0,34.0,37.0,,,,,,,Serie A 25/26
1155571,Iker Bravo,Udinese,Serie A,1155571,Iker Bravo,Spain,F,17.0,Right,184.0,2005-01-13,Watford,24,3300000.0,,,0,6.6206896551724,192.0,29,2,0,1,1,0.43414934,3,155,28,183,84.699453551913,48,108,60,7,11,37.931034482759,10,1,3,0,0,1,12.5,13,4,6,31,41.333333333333,12,29.268292682927,43,37.068965517241,688,15.384615384615,0,0,0,0,0,0,1,1,8,5,0,0,2,5,55.555555555556,3,0,0,14,102,8,6,3,333,10,12,0,0,4,2,3,0,0,0,0,0,0,0,10,1,0,0,0,0,0,4,0.0,0.0,7,29,8,73,29,0,0,0,9,11,6,60.0,344.0,0,0,0,55,136,0,0.9044,0,30,,29,6.6206896551724,65.0,44.0,47.0,24.0,45.0,,,,,,,Serie A 25/26
856065,Pontus Almqvist,Parma,Serie A,856065,Pontus Almqvist,Sweden,F,11.0,Left,183.0,1999-07-10,Parma,2690,1700000.0,2027-06-30,,0,6.6928571428571,187.4,28,1,3,2,1,0.89754141,2,211,69,280,75.357142857143,67,146,84,10,20,41.666666666667,17,19,5,0,0,2,18.181818181818,26,10,8,52,45.217391304348,9,36.0,61,43.571428571429,1120,3.8461538461538,0,0,1,0,0,0,1,0,18,8,0,1,0,4,50.0,8,0,0,13,155,7,2,2,516,15,15,0,0,9,2,8,0,0,0,0,0,0,0,22,2,0,0,0,0,0,10,0.0,0.0,10,48,11,79,16,0,0,0,8,24,13,76.470588235294,1120.0,0,0,0,75,216,0,2.1145,0,40,,29,6.6928571428571,,,,,,,,,,,,Serie A 25/26
1165371,Luca Marianucci,Torino,Serie A,1165371,Luca Marianucci,Italy,D,35.0,Right,186.0,2004-07-23,SSC Napoli,2714,7500000.0,2030-06-30,,0,6.7588235294118,114.9,17,0,1,1,0,0.23121098,0,341,92,433,78.752886836028,217,125,41,3,5,62.5,28,19,0,1,1,1,14.285714285714,8,2,3,38,62.295081967213,28,45.161290322581,66,53.658536585366,1068,0.0,0,0,0,0,0,0,0,0,4,4,0,0,0,46,46.938775510204,62,0,1,3,120,0,46,20,631,5,11,0,0,8,0,3,0,0,1,0,0,0,0,12,4,0,0,0,0,0,12,0.0,0.0,3,8,7,57,34,0,0,0,98,16,12,42.857142857143,0.0,0,0,0,241,199,0,0.4901,8,43,,18,6.7588235294118,39.0,50.0,48.0,73.0,65.0,,,,,,,Serie A 25/26
184421,Stefano Sabelli,Genoa,Serie A,184421,Stefano Sabelli,Italy,M,20.0,Right,179.0,1993-01-13,Genoa,2713,1300000.0,2028-06-30,,0,6.7484848484848,222.7,33,0,2,0,2,1.72126435,2,645,264,909,70.957095709571,346,314,141,18,4,44.444444444444,58,22,3,0,0,15,25.0,6,1,3,83,56.081081081081,18,40.909090909091,101,52.604166666667,2069,0.0,0,0,0,0,0,0,0,0,4,2,0,0,0,51,31.67701863354,59,0,0,4,412,6,164,68,1472,23,25,0,0,32,0,2,0,0,5,0,0,0,0,21,5,0,0,0,0,0,23,0.0,0.0,18,9,60,91,26,0,0,0,161,26,31,53.448275862069,0.0,0,0,0,415,554,0,0.1443,0,92,,34,6.7484848484848,46.0,49.0,37.0,58.0,48.0,,,,,,,Serie A 25/26
835601,Moise Kean,Fiorentina,Serie A,835601,Moise Kean,Italy,F,23.0,Right,183.0,2000-02-28,Fiorentina,2693,33000000.0,2029-06-30,,0,7.03125,225.0,32,19,4,22,3,1.08382058,22,224,88,312,71.794871794872,82,144,79,19,44,47.311827956989,7,6,6,0,0,2,22.222222222222,105,51,38,102,42.148760330579,52,51.485148514851,154,44.897959183673,2710,18.095238095238,2,1,0,1,0,0,18,1,83,22,3,3,13,9,75.0,26,0,1,53,301,16,17,13,840,52,41,3,0,1,57,16,0,0,4,0,0,0,0,30,4,0,0,0,0,0,31,50.0,0.0,19,93,9,189,49,0,0,1,12,34,5,71.428571428571,142.63157894737,0,0,0,100,221,2,19.3239,0,52,,32,7.03125,70.0,43.0,57.0,22.0,44.0,,,,,,,Serie A 25/26
280991,Morten Thorsby,Cremonese,Serie A,280991,Morten Thorsby,Norway,M,2.0,Right,189.0,1996-05-05,Cremonese,2761,3100000.0,2028-06-30,,0,6.6433333333333,199.3,30,0,3,4,1,1.24778193,1,351,168,519,67.630057803468,134,219,137,27,9,40.909090909091,49,5,5,0,0,2,22.222222222222,15,7,6,73,43.712574850299,107,50.952380952381,180,47.745358090186,1902,0.0,0,0,0,2,0,0,0,0,15,0,0,0,0,6,42.857142857143,28,1,0,28,263,8,15,5,816,15,53,1,1,12,9,2,0,0,3,0,0,0,0,22,4,0,0,0,0,0,22,0.0,0.0,27,22,9,197,103,0,0,0,14,26,30,61.224489795918,0.0,0,0,0,172,356,0,2.7821,0,51,,30,6.6433333333333,55.0,57.0,45.0,44.0,34.0,,,,,,,Serie A 25/26
826186,Luca Pellegrini,Lazio,Serie A,826186,Luca Pellegrini,Italy,D,3.0,Left,178.0,1999-03-07,Lazio,2699,4400000.0,2027-06-30,,0,6.9090909090909,152.0,22,0,5,1,4,1.6307403,4,427,99,526,81.178707224335,164,286,141,20,11,40.740740740741,23,19,5,0,0,23,25.842696629213,13,4,5,44,44.0,9,56.25,53,45.689655172414,1074,0.0,0,0,1,0,1,0,0,0,5,8,0,0,0,28,46.666666666667,24,0,0,9,219,2,49,21,904,11,18,1,0,15,0,4,0,0,2,0,0,0,0,12,2,0,0,0,0,0,10,0.0,0.0,20,27,89,63,7,0,0,0,60,14,11,47.826086956522,0.0,0,0,0,188,427,0,0.6594,0,41,,22,6.9090909090909,46.0,55.0,48.0,61.0,39.0,,,,,,,Serie A 25/26
877371,Ivan Ilić,Torino,Serie A,877371,Ivan Ilić,Serbia,M,8.0,Left,185.0,2001-03-17,Torino,2696,6800000.0,2027-06-30,,0,6.7684210526316,128.6,19,1,2,1,0,0.91505641,1,437,67,504,86.706349206349,175,269,116,10,6,60.0,5,5,4,0,0,7,25.925925925926,11,4,4,34,53.125,4,22.222222222222,38,46.341463414634,921,9.0909090909091,0,0,0,0,2,0,1,0,4,7,0,1,0,18,60.0,10,0,0,9,124,1,26,13,655,23,11,0,0,6,1,3,1,0,1,0,0,0,0,9,1,0,0,0,0,0,9,0.0,0.0,9,10,27,44,14,0,0,0,30,10,2,40.0,921.0,0,0,0,192,339,0,0.9485,0,28,,19,6.7684210526316,,,,,,,,,,,,Serie A 25/26
933641,Jay Idzes,Sassuolo,Serie A,933641,Jay Idzes,Indonesia,D,21.0,Right,190.0,2000-06-02,Sassuolo,2793,14600000.0,2029-06-30,,0,6.8142857142857,238.5,35,1,4,4,0,0.44016303,1,1379,204,1583,87.113076437145,985,396,116,8,1,16.666666666667,45,32,5,0,0,2,33.333333333333,15,3,9,57,44.186046511628,58,41.13475177305,115,42.592592592593,3128,6.6666666666667,0,0,0,3,0,0,1,0,13,2,1,0,0,57,36.774193548387,153,0,0,7,280,3,55,29,2123,12,50,1,0,16,3,3,0,0,5,0,0,0,0,45,3,0,0,0,0,0,35,0.0,0.0,8,6,6,155,83,0,0,0,155,48,29,64.444444444444,3128.0,0,0,0,1052,537,1,1.9081,26,113,,35,6.8142857142857,35.0,37.0,43.0,74.0,66.0,,,,,,,Serie A 25/26
1031548,Alieu Fadera,Sassuolo,Serie A,1031548,Alieu Fadera,Gambia,F,98.0,Right,181.0,2001-11-03,Como,2704,4600000.0,2028-06-30,,0,6.9214285714286,193.8,28,1,6,1,3,1.91851463,4,388,115,503,77.13717693837,143,253,152,24,26,43.333333333333,64,12,2,1,1,8,20.512820512821,28,9,5,140,51.470588235294,11,42.307692307692,151,50.671140939597,1667,3.5714285714286,0,0,0,0,0,0,1,0,16,12,0,1,0,12,60.0,8,0,0,33,263,17,30,16,957,50,40,0,0,25,14,14,1,0,2,0,0,0,0,20,4,0,0,0,0,0,20,0.0,0.0,23,60,39,147,15,0,0,0,20,24,47,73.4375,1667.0,0,0,0,173,369,0,1.7069,0,95,,28,6.9214285714286,62.0,59.0,45.0,42.0,40.0,,,,,,,Serie A 25/26
267619,Adam Marušić,Lazio,Serie A,267619,Adam Marušić,Montenegro,D,77.0,Right,185.0,1992-10-17,Lazio,2699,2700000.0,2028-06-30,,0,6.7529411764706,229.6,34,4,0,0,0,0.58673257,4,892,124,1016,87.795275590551,444,458,183,13,10,45.454545454545,32,16,1,0,0,10,18.518518518519,23,10,8,54,48.648648648649,31,54.385964912281,85,50.595238095238,2341,17.391304347826,0,0,0,0,0,0,3,1,15,8,2,0,2,19,33.333333333333,58,0,0,13,226,3,47,24,1487,14,20,0,1,12,2,5,0,0,5,0,0,0,0,37,2,0,0,0,0,0,26,0.0,0.0,13,22,54,83,26,0,0,0,57,39,20,62.5,585.25,0,0,0,483,587,1,2.0209,0,83,,35,6.7529411764706,39.0,44.0,44.0,65.0,52.0,,,,,,,Serie A 25/26
1001997,Răzvan Sava,Udinese,Serie A,1001997,Răzvan Sava,Romania,G,90.0,Right,195.0,2002-06-21,Universitatea Craiova,116223,2700000.0,2030-06-30,,0,7.0166666666667,84.2,12,0,0,0,0,0.01746169,0,252,114,366,68.852459016393,213,39,11,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,1,50.0,0,0.0,1,33.333333333333,1080,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,32.934131736527,12,0,2,0,119,0,20,13,452,1,1,0,0,0,0,0,0,38,4,3,0,27,10,15,1,6,5,5,3,0,12,0.0,0.0,0,0,0,2,1,0,0,0,167,16,0,0.0,0.0,0,0,11,230,136,0,,55,71,,12,7.0166666666667,,,,,,-0.8799,,,,,,Serie A 25/26
807301,Gianluca Scamacca,Atalanta,Serie A,807301,Gianluca Scamacca,Italy,F,9.0,Right,195.0,1999-01-01,Atalanta,2686,27000000.0,2028-06-30,,0,6.8,6.8,1,0,0,0,0,3.72e-05,0,1,0,1,100.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0.0,0,0.0,0,0.0,13,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0.0863,0,0,,1,6.8,74.0,49.0,53.0,27.0,49.0,,,,,,,Serie A 25/26
877037,Cyril Ngonge,Torino,Serie A,877037,Cyril Ngonge,Belgium,F,26.0,Left,179.0,2000-05-26,SSC Napoli,2714,6800000.0,2028-06-30,,0,6.65,106.4,16,0,0,0,0,0.24368033,0,66,10,76,86.842105263158,19,49,27,3,7,41.176470588235,8,2,2,0,0,2,18.181818181818,13,6,2,29,50.877192982456,4,40.0,33,49.253731343284,238,0.0,0,0,0,0,0,0,0,0,6,7,0,0,0,1,50.0,4,0,0,7,40,1,3,2,171,14,8,0,0,3,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.0,3,17,11,34,6,0,0,0,2,2,5,62.5,0.0,0,0,0,22,65,0,0.6921,0,8,,18,6.65,66.0,63.0,50.0,23.0,30.0,,,,,,,Serie A 25/26
1012179,Jacopo Fazzini,Fiorentina,Serie A,1012179,Jacopo Fazzini,Italy,F,22.0,Right,178.0,2003-03-16,Cagliari,2719,8199999.0,2027-06-30,,0,6.955,139.1,20,4,1,1,1,0.73707584,5,302,87,389,77.634961439589,110,194,128,12,23,54.761904761905,32,6,2,1,1,2,6.25,27,9,8,87,51.785714285714,19,43.181818181818,106,50.0,1393,14.814814814815,0,0,0,0,2,0,4,0,17,10,0,0,4,6,30.0,22,0,0,33,214,9,20,7,724,32,23,0,0,10,4,10,0,0,0,0,0,0,0,21,3,0,0,0,0,0,16,0.0,0.0,12,42,32,106,25,0,0,0,20,24,19,59.375,348.25,0,0,0,133,288,1,3.0897,0,70,,20,6.955,60.0,55.0,58.0,34.0,39.0,,,,,,,Serie A 25/26
1116570,Nicolás Valentini,Hellas Verona,Serie A,1116570,Nicolás Valentini,Argentina,D,14.0,Left,184.0,2001-04-06,Deportivo Alavés,2885,3100000.0,2029-06-30,,0,7.0428571428571,98.6,14,0,2,0,0,0.38842085,0,310,143,453,68.432671081678,180,130,56,6,2,100.0,35,15,3,0,1,0,0.0,8,0,3,42,56.0,50,79.365079365079,92,66.666666666667,1132,0.0,0,0,0,1,0,0,0,0,7,1,0,0,0,40,32.786885245902,91,0,0,2,159,0,81,31,673,5,22,0,0,11,0,5,0,0,3,0,0,0,0,11,0,0,0,0,0,0,13,0.0,0.0,6,2,5,46,13,0,0,0,122,11,23,65.714285714286,0.0,1,0,0,215,243,0,0.3305,0,43,,14,7.0428571428571,42.0,42.0,48.0,80.0,69.0,,,,,,,Serie A 25/26
609206,Kingsley Ehizibue,Udinese,Serie A,609206,Kingsley Ehizibue,Nigeria,M,,Right,189.0,1995-05-25,No team,241802,2200000.0,,,0,6.8242424242424,225.2,33,0,3,3,1,1.82316713,1,549,148,697,78.766140602582,277,292,134,22,12,44.444444444444,55,23,5,0,0,20,32.786885245902,14,4,9,100,54.945054945055,29,46.774193548387,129,52.868852459016,2510,0.0,0,0,0,0,0,0,0,0,10,4,0,0,0,24,40.677966101695,58,1,4,21,297,12,38,13,1346,33,33,0,0,16,5,1,0,0,2,0,0,0,0,37,3,0,0,0,0,0,30,0.0,0.0,22,27,61,115,33,0,0,0,59,40,35,63.636363636364,0.0,0,0,0,324,434,0,1.2448,0,110,,33,6.8242424242424,47.0,51.0,41.0,52.0,46.0,,,,,,,Serie A 25/26
1014651,Balthazar Pierret,Lecce,Serie A,1014651,Balthazar Pierret,France,M,4.0,Right,186.0,2000-05-15,Red Star FC,52874,1500000.0,,,0,6.6866666666667,200.6,30,0,0,0,0,0.55768696,0,695,127,822,84.549878345499,352,344,134,10,13,68.421052631579,51,19,2,0,0,1,11.111111111111,6,0,4,82,56.551724137931,29,45.3125,111,53.11004784689,1725,0.0,0,0,0,1,0,0,0,0,2,4,0,0,0,34,44.736842105263,29,0,1,10,179,6,70,33,1073,20,34,0,0,17,0,2,0,0,1,0,0,0,0,34,3,0,0,0,0,0,21,0.0,0.0,10,19,9,98,35,0,0,0,76,37,31,60.78431372549,0.0,0,0,0,393,438,0,0.1661,0,93,,30,6.6866666666667,47.0,47.0,50.0,50.0,49.0,,,,,,,Serie A 25/26
142148,Sead Kolašinac,Atalanta,Serie A,142148,Sead Kolašinac,Bosnia & Herzegovina,D,23.0,Left,183.0,1993-06-20,Atalanta,2686,4200000.0,2027-06-30,,0,6.9869565217391,160.7,23,0,5,1,2,1.4780764,2,1094,148,1242,88.083735909823,563,533,238,17,3,20.0,41,25,7,0,0,2,20.0,10,3,7,63,45.0,35,56.451612903226,98,48.514851485149,1910,0.0,0,0,0,0,0,0,0,0,8,2,0,0,0,24,40.677966101695,52,0,1,16,205,8,58,26,1519,20,38,1,1,14,3,0,0,0,6,0,0,0,0,16,2,0,0,0,0,0,23,0.0,0.0,17,15,10,104,27,0,0,0,59,18,26,63.414634146341,0.0,0,0,0,614,638,2,0.7959,0,135,,23,6.9869565217391,39.0,43.0,44.0,66.0,54.0,,,,,,,Serie A 25/26
928796,Tommaso Pobega,Bologna,Serie A,928796,Tommaso Pobega,Italy,M,4.0,Both,188.0,1999-07-15,Bologna,2685,8199999.0,2028-06-30,,0,6.7857142857143,142.5,21,2,1,3,2,0.82649255,4,378,74,452,83.628318584071,169,212,105,12,3,42.857142857143,33,14,4,1,2,3,37.5,24,8,8,49,49.0,15,48.387096774194,64,48.854961832061,1178,8.3333333333333,0,0,1,0,0,0,2,0,12,12,0,1,1,18,41.860465116279,16,0,0,6,108,4,35,14,636,14,33,2,0,8,0,8,0,0,3,0,0,0,0,13,0,0,0,0,0,0,13,0.0,0.0,12,7,8,67,16,0,0,0,43,13,19,57.575757575758,589.0,1,0,0,187,273,1,2.1183,0,45,,21,6.7857142857143,58.0,55.0,53.0,62.0,65.0,,,,,,,Serie A 25/26
814589,Giuseppe Pezzella,Cremonese,Serie A,814589,Giuseppe Pezzella,Italy,M,3.0,Left,187.0,1997-11-29,Cremonese,2761,2100000.0,2028-06-30,,0,6.7628571428571,236.7,35,0,10,0,3,4.39041806,3,566,212,778,72.750642673522,293,307,147,38,17,41.463414634146,55,15,7,0,0,34,19.101123595506,15,3,10,105,44.303797468354,36,65.454545454545,141,48.287671232877,2887,0.0,0,0,0,1,0,0,0,0,9,6,0,0,0,34,31.481481481481,98,0,2,32,522,6,79,30,1681,33,49,0,0,28,6,2,2,0,4,0,0,0,0,38,7,0,0,0,0,0,34,0.0,0.0,36,41,178,151,19,0,0,0,108,45,31,56.363636363636,0.0,0,0,0,356,600,0,0.5188,3,88,,35,6.7628571428571,52.0,59.0,49.0,53.0,43.0,,,,,,,Serie A 25/26
973437,Odilon Kossounou,Atalanta,Serie A,973437,Odilon Kossounou,Côte d'Ivoire,D,3.0,Right,191.0,2001-01-04,Atalanta,2686,15500000.0,2029-06-30,,0,6.7235294117647,114.3,17,0,0,3,0,0.20828782,0,591,75,666,88.738738738739,324,267,100,1,5,41.666666666667,16,13,1,0,0,0,0.0,6,4,2,27,48.214285714286,23,54.761904761905,50,51.020408163265,1125,0.0,0,0,0,0,0,0,0,0,4,2,0,0,0,33,61.111111111111,21,0,1,3,102,1,23,13,817,6,15,0,0,7,1,0,0,0,1,0,0,0,0,13,2,0,0,0,0,0,12,0.0,0.0,1,12,3,48,19,0,0,0,54,15,11,68.75,0.0,0,0,0,353,316,0,0.5296,0,62,,18,6.7235294117647,35.0,41.0,44.0,72.0,60.0,,,,,,,Serie A 25/26
826064,Jens Odgaard,Bologna,Serie A,826064,Jens Odgaard,Denmark,M,21.0,Left,188.0,1999-03-31,Bologna,2685,11400000.0,2029-06-30,,0,6.848275862069,198.6,29,6,6,6,1,1.44607339,7,364,103,467,77.944325481799,105,266,147,17,15,34.090909090909,20,9,1,0,0,7,29.166666666667,49,22,15,77,39.690721649485,45,42.056074766355,122,40.531561461794,1975,12.244897959184,0,0,0,0,1,0,4,2,23,26,0,4,2,11,40.740740740741,12,1,0,33,246,16,22,8,846,44,42,2,0,15,4,12,0,0,3,0,0,0,0,16,4,0,0,0,0,0,24,0.0,0.0,17,44,24,179,62,0,0,0,27,20,14,70.0,329.16666666667,0,0,0,121,370,1,3.6202,0,70,,29,6.848275862069,61.0,56.0,47.0,27.0,31.0,,,,,,,Serie A 25/26
