tm_id,name,full_name,date_of_birth,nationality,position,club_name,club_tm_id,market_value,age,reep_id,fotmob_id,sofascore_id,fbref_id,understat_id,capology_name,analyst_name,understat_name
250277,"Morgan Fox","Morgan Alexander Fox",,"Wales, England",Left-Back,Wigan,1071,325000,,,,,,,,"Morgan Fox",
249164,"Liam Roberts","Liam Joseph Roberts",,England,Goalkeeper,"Mansfield Town",3820,200000,,,,,,,,"Liam Roberts",
250431,"Jamie Sterry","Jamie Michael Sterry",,"England, Italy",Right-Back,Doncaster,2454,125000,,,,,,,,"Jamie Sterry",
250840,"Jamie Reid","James Tyrrell Reid",,"Northern Ireland, England",Centre-Forward,Stevenage,3684,200000,,,,,,,,,
251885,"Julio Pleguezuelo","Julio José Pleguezuelo Selva",,Spain,Centre-Back,Plymouth,2262,700000,,,,,,,,"Julio Pleguezuelo",
252617,"Craig MacGillivray","Craig Brodie MacGillivray",,"Scotland, England",Goalkeeper,"MK Dons",991,100000,,,,,,,,"Craig MacGillivray",
252986,"Liam Kelly","Liam Anthony Kelly",,"Ireland, England","Central Midfield","MK Dons",991,300000,,,,,,,,,
255129,"Hakeeb Adelakun","Hakeeb Adeola Jerome Abiola Ayinde Adelakun",,"England, Nigeria","Right Winger",Doncaster,2454,100000,,,,,,,,"Hakeeb Adelakun",
255353,"Christian Doidge","Christian Rhys Doidge",,Wales,Centre-Forward,"Newport County",3716,,,,,,,,,,
257247,"Rhys Oates","Rhys Derek Oates",,England,Centre-Forward,"Mansfield Town",3820,100000,,,,,,,,"Rhys Oates",
257533,"Greg Olley","Greg Thomas Olley",,England,"Attacking Midfield","York City",1252,,,,,,,,,,
258216,"Kasey Palmer","Kasey Remel Palmer",,"Jamaica, England","Attacking Midfield",Luton,1031,900000,,,,,,,,"Kasey Palmer",
258881,"Kyle Cameron","Kyle Milne Cameron",,"Scotland, England",Centre-Back,"Newport County",3716,300000,,,,,,,,"Kyle Cameron",
258884,"Ryan Ledson","Ryan Graham Ledson",,England,"Central Midfield",Huddersfield,1110,1500000,,,,,,,,"Ryan Ledson",
258886,"Demetri Mitchell","Demetri Kareem Mitchell",,"England, Jamaica","Right Winger","Leyton Orient",1150,175000,,,,,,,,"Demetri Mitchell",
258910,"Lewis Ward","Lewis Moore Ward",,England,Goalkeeper,"Swindon Town",352,75000,,,,,,,,"Keon Lewis-Burgess",
260368,"Christy Pym","Christy James Pym",,"Northern Ireland, England",Goalkeeper,"Grimsby Town",1034,200000,,,,,,,,"Christy Pym",
259916,"Ryan Boot","Ryan Thomas William Boot",,England,Goalkeeper,Chesterfield,1219,75000,,,,,,,,"Ryan Boot",
265577,"Callum Camps","Callum Jason Noel Camps",,"Northern Ireland, England","Central Midfield",Stockport,1098,250000,,,,,,,,"Callum Camps",
268451,"Emmanuel Dieseruvwe","Emmanuel Aghogho Oluwafemi Dieseruvwe",,"England, Nigeria",Centre-Forward,Rochdale,1088,,,,,,,,,,
265592,"Mitch Pinnock","Mitchell Bernard Pinnock",,England,"Left Winger",Bromley,8981,200000,,,,,,,,"Mitch Pinnock",
268606,"Ilmari Niskanen","Ilmari Matias Niskanen",,Finland,"Right Midfield",Blackpool,1181,500000,,,,,,,,"Ilmari Niskanen",
268746,"Jack Marriott","Jack David Marriott",,England,Centre-Forward,Reading,1032,400000,,,,,,,,"Jack Marriott",
270221,"Dan Casey",,,Ireland,Centre-Back,Wycombe,2805,450000,,,,,,,,"Dan Lagumdzija",
270988,"Ben Purrington",,,England,Left-Back,"Bristol Rovers",2455,200000,,,,,,,,"Ben Purrington",
276266,"Teddy Bishop","Edward James Bishop",,England,"Central Midfield","Colchester Utd.",1060,200000,,,,,,,,"Teddy Bishop",
277723,"Cameron Humphreys","Cameron Lisceous Humphreys-Grant",,England,Centre-Back,"Port Vale",1211,600000,,,,,,,,"Cameron Humphreys",
278092,"Jack Payne",,,England,"Attacking Midfield","Colchester Utd.",1060,275000,,,,,,,,"Jack Payne",
278501,"Paul Mullin","Paul Philip Mullin",,"England, Wales",Centre-Forward,Rotherham,1194,350000,,,,,,,,,
279458,"Matty Virtue","Matthew Joseph Virtue Thick",,England,"Central Midfield","Swindon Town",352,200000,,,,,,,,"Matty Virtue",
280409,"Shaun Rooney","Shaun Antony Rooney",,Scotland,Right-Back,Fleetwood,11177,300000,,,,,,,,"Shaun Rooney",
280982,"Eoghan O'Connell",,,Ireland,Centre-Back,Stockport,1098,400000,,,,,,,,"Eoghan O'Connell",
282256,"Ollie Palmer","Oliver James Palmer",,England,Centre-Forward,"Swindon Town",352,50000,,,,,,,,"Ollie Palmer",
284320,"Dion Charles","Dion Elie Raymond Charles",,"Northern Ireland, England",Centre-Forward,Blackpool,1181,500000,,,,,,,,"Dion Charles",
285033,"Will Norris","William James Norris",,England,Goalkeeper,Salford,34888,300000,,,,,,,,,
283478,"Patrick Brough","Patrick John Brough",,England,Left-Back,Tranmere,1074,150000,,,,,,,,"Patrick Brough",
285287,"Regan Hendry",,,Scotland,"Central Midfield","Mansfield Town",3820,250000,,,,,,,,"Regan Hendry",
285846,"Sam Lavelle","Samuel Mark Lavelle",,"Scotland, England",Centre-Back,"Grimsby Town",1034,125000,,,,,,,,"Sam Lavelle",
288323,"Marcus Harness","Marcus Anthony Myers-Harness",,"Ireland, England","Attacking Midfield",Huddersfield,1110,750000,,,,,,,,"Marcus Harness",
288952,"Callum Roberts",,,England,"Right Winger","Notts County",1045,,,,,,,,,,
289846,"Ashley Fletcher","Ashley Michael Fletcher",,England,Centre-Forward,Huddersfield,1110,325000,,,,,,,,"Ashley Fletcher",
289411,"Marko Marosi","Marko Maroši",,Slovakia,Goalkeeper,"Port Vale",1211,100000,,,,,,,,"Marko Marosi",
291171,"Kyle Knoyle",,,England,Right-Back,"Mansfield Town",3820,200000,,,,,,,,"Kyle Knoyle",
293570,"Ryan Croasdale","Ryan Mark Croasdale",,England,"Defensive Midfield","Port Vale",1211,175000,,,,,,,,"Ryan Croasdale",
293450,"Baily Cargill","Baily James Cargill",,England,Centre-Back,"Mansfield Town",3820,175000,,,,,,,,"Baily Cargill",
293709,"Theo Archibald","Theodore Valentine Archibald",,Scotland,"Left Midfield","Leyton Orient",1150,150000,,,,,,,,"Theo Archibald",
293729,"Daniel Harvie","Daniel William Harvie",,Scotland,Left-Back,Wycombe,2805,600000,,,,,,,,"Daniel Harvie",
294056,"Tom Conlon","Tom George Sawyer Conlon",,England,"Central Midfield",Tranmere,1074,150000,,,,,,,,"Tom Conlon",
295639,"Mark Kitching","Mark Stephen Kitching",,England,Centre-Back,"York City",1252,,,,,,,,,,
296986,"Tyler Roberts","Tyler D'Whyte Roberts",,"Wales, England","Second Striker","Mansfield Town",3820,800000,,,,,,,,"Tyler Roberts",
297571,"James Ball","James Cameron Ball",,England,"Central Midfield","Swindon Town",352,75000,,,,,,,,"James Bello",
298231,"Courtney Baker-Richardson","Courtney Romello Baker-Richardson",,England,Centre-Forward,Tranmere,1074,125000,,,,,,,,"Courtney Baker-Richardson",
299471,"Ryan Johnson","Ryan Anthony Johnson",,"Northern Ireland, England",Centre-Back,"AFC Wimbledon",3884,250000,,,,,,,,,
305274,"Fred Onyedinma","Wilfred Oluwafemi Onyedinma",,"Nigeria, England","Right Midfield",Wycombe,2805,700000,,,,,,,,"Fred Onyedinma",
308388,"Kyle Dempsey","Kyle Michael Dempsey",,England,"Central Midfield","Port Vale",1211,350000,,,,,,,,"Kyle Dempsey",
308632,"Callum Connolly","Callum Alexander Connolly",,England,Centre-Back,Bradford,1027,550000,,,,,,,,"Callum Connolly",
307781,"Lynden Gooch","Lynden Jack Gooch",,"United States, Ireland",Right-Back,Huddersfield,1110,600000,,,,,,,,"Lynden Gooch",
314237,"Rushian Hepburn-Murphy","Rushian Marcus Amari Hepburn-Murphy",,"England, Jamaica",Centre-Forward,"MK Dons",991,350000,,,,,,,,"Rushian Hepburn-Murphy",
314205,"Danny Collinge","Daniele James Collinge",,"England, Italy",Centre-Back,Barnet,2804,200000,,,,,,,,"Danny Collinge",
314253,"Herbie Kane","Herbert Kane",,England,"Central Midfield",Huddersfield,1110,750000,,,,,,,,"Herbie Kane",
314280,"Taylor Moore","Taylor David Moore",,England,Centre-Back,"Bristol Rovers",2455,225000,,,,,,,,"Taylor Moore",
314354,"Taye Ashby-Hammond",,,England,Goalkeeper,Barnet,2804,175000,,,,,,,,"Taye Ashby-Hammond",
314362,"Hayden Coulson","Hayden Ross Coulson",,England,Left-Back,Blackpool,1181,400000,,,,,,,,"Hayden Coulson",
314381,"Adam Phillips","Adam Lee Phillips",,England,"Attacking Midfield",Bradford,1027,650000,,,,,,,,"Adam Phillips",
314998,"Liam Walsh",,,England,"Central Midfield",Luton,1031,700000,,,,,,,,"Liam Walsh",
315619,"Will Aimson","William Stewart Aimson",,England,Centre-Back,Salford,34888,200000,,,,,,,,"Will Aimson",
316312,"Louis Reed","Louis Samuel Reed",,England,"Central Midfield","Mansfield Town",3820,375000,,,,,,,,"Louis Reed",
316554,"Ryan Delaney","Ryan Liam Delaney",,Ireland,Centre-Back,"Oldham Athletic",1078,100000,,,,,,,,"Ryan Delaney",
318549,"George Johnston",,,"Scotland, England",Centre-Back,Luton,1031,800000,,,,,,,,"George Johnston",
319296,"Connor Lemonheigh-Evans",,,Wales,"Attacking Midfield",Northampton,1302,150000,,,,,,,,"Ollie Evans",
319630,"Manny Monthe","Emmanuel Gaetan Nguemkam Monthe",,"Cameroon, England",Centre-Back,"Oldham Athletic",1078,150000,,,,,,,,"Manny Monthé",
321416,"Nathan Smith","Nathan James Smith",,England,Centre-Back,Tranmere,1074,275000,,,,,,,,,
321579,"Jake Beesley","Jake Elliott Beesley",,England,Centre-Forward,Bradford,1027,300000,,,,,,,,"Jake Beesley",
322770,"Conor Hazard","Conor William Hazard",,"Northern Ireland",Goalkeeper,Wycombe,2805,700000,,,,,,,,"Conor Hazard",
325105,"Tom James","Thomas Lynn James",,Wales,Right-Back,"Bristol Rovers",2455,300000,,,,,,,,,
32526,"Kyle McFadzean","Kyle John McFadzean",,"England, Scotland",Centre-Back,Chesterfield,1219,25000,,,,,,,,"Kyle McFadzean",
325214,"Corey O'Keeffe","Corey James John O'Keeffe",,"Ireland, England",Right-Back,Barnsley,349,550000,,,,,,,,"Corey O'Keeffe",
326585,"Jamie Robson","Jamie David Robson",,Scotland,Left-Back,"Oldham Athletic",1078,300000,,,,,,,,"Jamie Robson",
329205,"Tom Pett","Thomas George Pett",,England,"Central Midfield","Oldham Athletic",1078,75000,,,,,,,,"Tom Pett",
329849,"Myles Hippolyte","Myles Elliot Zach Hippolyte",,"Grenada, England","Left Midfield","AFC Wimbledon",3884,125000,,,,,,,,"Myles Hippolyte",
330583,"Joe McDonnell","Joseph Patrick McDonnell",,England,Goalkeeper,"AFC Wimbledon",3884,75000,,,,,,,,"Joe McDonnell",
330593,"Jeff King","Jeff Francis King",,England,Right-Back,"York City",1252,,,,,,,,,,
332327,"Ed Francis","Edward Albert Francis",,England,"Defensive Midfield",Rochdale,1088,,,,,,,,,"Ed Francis",
334687,"Alex Bass","Alexander Michael Bass",,England,Goalkeeper,Peterborough,1072,375000,,,,,,,,"Alex Bass",
334721,"Kyle Wootton","Kyle Leon Wootton",,England,Centre-Forward,Stockport,1098,700000,,,,,,,,"Kyle Wootton",
334964,"Jorge Grant","Jorge Edward Grant",,England,"Attacking Midfield",Salford,34888,225000,,,,,,,,"Jorge Grant",
335177,"Farrend Rawson","Farrend James Rawson",,England,Centre-Back,Accrington,3688,300000,,,,,,,,"Farrend Rawson",
335181,"Charles Vernam","Charles Terence Priestley Vernam",,England,"Left Winger","Grimsby Town",1034,150000,,,,,,,,"Charles Vernam",
335591,"Rob Hunt","Robert Donald Hunt",,England,Right-Back,"Colchester Utd.",1060,150000,,,,,,,,"Rob Tankiewicz",
335598,"Will Collar","William Guy Collar",,England,"Central Midfield","MK Dons",991,400000,,,,,,,,"Will Collar",
335765,"Harry Anderson","Harry John Anderson",,England,"Right Winger","Colchester Utd.",1060,275000,,,,,,,,"Harry Anderson",
337062,"Ben Thompson","Ben Rhys Thompson",,England,"Central Midfield",Bromley,8981,200000,,,,,,,,"Ben Thompson",
337101,"Jack Stevens","Jack Alexander Stevens",,England,Goalkeeper,Reading,1032,125000,,,,,,,,"Jack Stevens",
337279,"Armani Little","Armani George Little",,England,"Central Midfield",Gillingham,2814,200000,,,,,,,,"Armani Little",
33781,"Vito Mannone",,,Italy,Goalkeeper,"Crawley Town",3537,,,,,,,,,,
338291,"Laurence Maguire","Laurence Henry Maguire",,England,Centre-Back,Rochdale,1088,150000,,,,,,,,"Laurence Maguire",
339023,"Matty Stevens","Mathew Antony Stevens",,England,Centre-Forward,"AFC Wimbledon",3884,350000,,,,,,,,"Matty Stevens",
340320,"Marcus McGuane","Marcus Samuel Michael McGuane",,"England, Ireland","Defensive Midfield",Huddersfield,1110,450000,,,,,,,,"Marcus McGuane",
340921,"Jake Doyle-Hayes","Jake Billy Doyle-Hayes",,Ireland,"Central Midfield","Exeter City",6699,350000,,,,,,,,"Jake Tabor",
341042,"Aaron Collins","Aaron Graham John Collins",,Wales,Centre-Forward,"MK Dons",991,700000,,,,,,,,"Aaron Collins",
341882,"Andy Cannon","Andrew Francis Cannon",,England,"Central Midfield",Fleetwood,11177,200000,,,,,,,,"Andy Cannon",
341043,"Harry Lewis","Harry Charles John Lewis",,England,Goalkeeper,"Mansfield Town",3820,75000,,,,,,,,"Harry Lewis",
341993,"Elliott Moore","Elliott Jordan Moore",,England,Centre-Back,Northampton,1302,400000,,,,,,,,"Elliott Moore",
342047,"Jack Fitzwater","Jack Joseph Fitzwater",,England,Centre-Back,"Exeter City",6699,300000,,,,,,,,"Jack Fitzwater",
343301,"Kieran Green","Kieran Thomas Green",,England,"Attacking Midfield","Grimsby Town",1034,350000,,,,,,,,"Kieran Green",
344015,"Ben Woodburn","Benjamin Luke Woodburn",,"Wales, England","Attacking Midfield",Salford,34888,250000,,,,,,,,"Ben Woodburn",
344354,"Omar Sowunmi","Omar Kolawole Olufemi Sowunmi",,"England, Nigeria",Centre-Back,Bromley,8981,500000,,,,,,,,"Omar Sowunmi",
344589,"Jack Aitchison",,,Scotland,"Attacking Midfield","Bristol Rovers",2455,325000,,,,,,,,"Jack Aitchison",
344586,"Connal Trueman","Connal Joe Trueman",,England,Goalkeeper,"Sheff Wed",1035,75000,,,,,,,,"Connal Trueman",
344588,"Glenn Middleton",,,Scotland,"Left Winger",Doncaster,2454,350000,,,,,,,,"Glenn Middleton",
344987,"Victor Adeboyejo","Ayomide Victor Adeboyejo",,"Nigeria, England",Centre-Forward,Bromley,8981,400000,,,,,,,,"Victor Adeboyejo",
345282,"Ronan Coughlan","Ronan Liam Coughlan",,Ireland,Centre-Forward,Fleetwood,11177,100000,,,,,,,,"Ronan Coughlan",
345647,"Anders Hagelskjær",,,Denmark,Centre-Back,Wycombe,2805,650000,,,,,,,,"Anders Hagelskjær",
347666,"Ryan Sweeney","Ryan Joseph Sweeney",,"Ireland, England",Centre-Back,"Mansfield Town",3820,400000,,,,,,,,"Ryan Sweeney",
346237,"Kabongo Tshimanga",,,"England, DR Congo",Centre-Forward,Barnet,2804,175000,,,,,,,,"Kabongo Tshimanga",
347140,"Owen Moxon","Owen James Moxon",,England,"Central Midfield",Stockport,1098,500000,,,,,,,,"Owen Moxon",
351502,"Tayo Edun","Adetayo Oluwatosin Olusegun Edun",,"England, Nigeria",Left-Back,Stockport,1098,250000,,,,,,,,"Tayo Edun",
350232,"Kane Vincent-Young","Kane Benjamin Vincent-Young",,"Grenada, England",Right-Back,"Colchester Utd.",1060,125000,,,,,,,,"Kane Vincent-Young",
351597,"Shayne Lavery","Shayne Francis Lavery",,"Northern Ireland",Centre-Forward,"Cambridge Utd.",986,250000,,,,,,,,"Shayne Lavery",
354134,"Joe Powell","Joe James Powell",,England,"Central Midfield",Salford,34888,800000,,,,,,,,"Joe Powell",
35416,"David McGoldrick","David James McGoldrick",,"Ireland, England",Centre-Forward,"Mansfield Town",3820,25000,,,,,,,,"David McGoldrick",
354303,"Mathew Hudson","Mathew Anthony Hudson",,England,Goalkeeper,"Oldham Athletic",1078,200000,,,,,,,,"Mathew Hudson",
484848,"Zé Ivaldo",,,Brazil,Centre-Back,Remo,10997,2000000,,,,,,,,,
355489,"George Maris","George Thomas Maris",,England,"Attacking Midfield","Mansfield Town",3820,175000,,,,,,,,"George Maris",
354695,"Jodi Jones","Jodi Jay Felice Jones",,"Malta, England","Right Winger","Notts County",1045,350000,,,,,,,,"Jodi Jones",
354567,"Stephen Humphrys","Stephen Peter Humphrys",,England,Centre-Forward,Bradford,1027,550000,,,,,,,,"Stephen Humphrys",
357225,"Mark Shelton","Mark John Shelton",,England,"Central Midfield","York City",1252,150000,,,,,,,,"Mark Shelton",
356396,"Joe Wright","Joseph Harris Wright",,"Wales, England",Centre-Back,Bradford,1027,300000,,,,,,,,"Joe Wright",
357333,"David Tutonda","David Mabanga Tutonda",,"DR Congo, England",Left-Back,Accrington,3688,,,,,,,,,,
359204,"Shaun McWilliams","Shaun Daniel McWilliams",,"England, Jamaica","Defensive Midfield",Cheltenham,3371,250000,,,,,,,,"Shaun McWilliams",
357967,"Lasse Sørensen",,,Denmark,Right-Back,Huddersfield,1110,600000,,,,,,,,,
359693,"James Tilley","James Alexander David Tilley",,England,"Right Winger","AFC Wimbledon",3884,350000,,,,,,,,"James Tilley",
362809,"Brandon Comley",,,"Montserrat, England","Defensive Midfield",Barnet,2804,100000,,,,,,,,"Brandon Comley",
363882,"Ronan Curtis",,,"Ireland, England","Left Winger",Plymouth,2262,200000,,,,,,,,"Ronan Curtis",
363901,"Nik Tzanev","Nikola Chivarov Tzanev",,"New Zealand, Bulgaria",Goalkeeper,Huddersfield,1110,100000,,,,,,,,"Nik Tzanev",
364024,"Paudie O'Connor","Padhraic John O'Connor",,Ireland,Centre-Back,Reading,1032,650000,,,,,,,,"Paudie O'Connor",
364711,"Ryan Loft","Ryan George Henson Loft",,England,Centre-Forward,"Cambridge Utd.",986,125000,,,,,,,,"Ryan Loft",
365877,"Matthew Smith","Matthew Robert Smith",,"Wales, England","Defensive Midfield","Newport County",3716,150000,,,,,,,,,
366681,"Lee O'Connor","Lee Patrick O'Connor",,Ireland,Right-Back,Tranmere,1074,200000,,,,,,,,"Lee O'Connor",
368862,"Andy Rinomhota","Andrew Ferai Rinomhota",,"Zimbabwe, England","Central Midfield",Reading,1032,450000,,,,,,,,"Andy Rinomhota",
369171,"Niall Ennis","Niall Nathan Michael Ennis",,"England, Jamaica",Centre-Forward,Blackpool,1181,600000,,,,,,,,"Niall Ennis",
369555,"Tobi Adebayo-Rowling","Olutobi Adebayo-Rowling",,"England, Nigeria",Right-Back,Rochdale,1088,,,,,,,,,,
369561,"Dipo Akinyemi","Afolabi Oladipo Christopher Akinyemi",,"England, Nigeria",Centre-Forward,"York City",1252,175000,,,,,,,,,
369563,"Liam Mandeville",,,England,"Attacking Midfield",Chesterfield,1219,275000,,,,,,,,"Liam Mandeville",
370138,"Kellan Gordon","Kellan Sheene Gordon",,"England, Jamaica","Right Midfield","Crawley Town",3537,100000,,,,,,,,"Kellan Gordon",
372714,"Elliott List","Elliott Ricardo Wignal List",,England,"Right Winger",Northampton,1302,100000,,,,,,,,"Elliott List",
374283,"Antony Evans","Antony Kenneth Evans",,England,"Attacking Midfield",Huddersfield,1110,400000,,,,,,,,"Antony Evans",
375044,"Ben Stevenson","Ben Edward Stevenson",,England,"Central Midfield",Cheltenham,3371,175000,,,,,,,,"Ben Stevenson",
375095,"Michael Cheek","Michael Harry Cheek",,England,Centre-Forward,Bromley,8981,100000,,,,,,,,"Michael Cheek",
376252,"Shane McLoughlin","Shane Daniel McLoughlin",,"Ireland, United States",Right-Back,"Cambridge Utd.",986,175000,,,,,,,,"Shane McLoughlin",
377109,"Liam Fraser","Liam Scott Fraser",,Canada,"Defensive Midfield",Reading,1032,550000,,,,,,,,"Liam Fraser",
376856,"Charlie Goode","Charles James Goode",,England,Centre-Back,"MK Dons",991,300000,,,,,,,,"Charlie Goode",
378872,"Kayden Jackson","Kayden Pastel Dunn Jackson",,England,Centre-Forward,Bradford,1027,200000,,,,,,,,"Kayden Jackson",
379666,"Jordan Gibson","Jordan Lewis Gibson",,England,"Right Midfield","Crewe Alexandra",1042,300000,,,,,,,,"Jordan Gibson",
379711,"Robbie Cundy","Robbie David Cundy",,England,Centre-Back,Cheltenham,3371,200000,,,,,,,,"Robbie Cundy",
490426,"Krépin Diatta",,,Senegal,"Right Midfield","Without Club",515,6000000,,,,,,,,"Krépin Diatta",
380026,"Justin Amaluzor","Justin Ikechukwu Obiora Amaluzor",,"England, Nigeria","Right Winger","Grimsby Town",1034,125000,,,,,,,,"Justin Amaluzor",
1007391,"Neil Pierre",,,"United States, Haiti",Centre-Back,Philadelphia,25467,350000,,,,,,,,"Neil Pierre",
380029,"Ryan Broom","Ryan James Broom",,Wales,"Right Midfield",Cheltenham,3371,150000,,,,,,,,"Ryan Broom",
381352,"Harry Clifton","Harry Louis Clifton",,"Wales, England","Central Midfield",Doncaster,2454,275000,,,,,,,,"Harry Clifton",
382553,"Luke Bolton","Luke Phillip Bolton",,England,Right-Back,"Mansfield Town",3820,300000,,,,,,,,"Luke Bolton",
382686,"Conor McCarthy",,,Ireland,Centre-Back,Northampton,1302,275000,,,,,,,,"Conor McCarthy",
383153,"Kelechi Nwakali",,,Nigeria,"Central Midfield",Barnsley,349,200000,,,,,,,,"Kelechi Nwakali",
384264,"Aden Baldwin","Aden William James Baldwin",,England,Centre-Back,Bradford,1027,300000,,,,,,,,"Aden Baldwin",
386505,"James Brophy","James Robert Brophy",,England,"Left Midfield",Gillingham,2814,250000,,,,,,,,"James Brophy",
386148,"Joe Quigley","Joseph Richard Quigley",,"Ireland, England",Centre-Forward,"Bristol Rovers",2455,100000,,,,,,,,"Joe Quigley",
386752,"Ryan Wintle","Ryan Frank Wintle",,England,"Defensive Midfield","MK Dons",991,3000000,,,,,,,,"Ryan Wintle",
386937,"Ellis Iandolo","Ellis Carlo Iandolo",,"England, Italy",Left-Back,"Colchester Utd.",1060,200000,,,,,,,,"Ellis Iandolo",
390646,"Arttu Hoskonen",,,Finland,Centre-Back,Stockport,1098,200000,,,,,,,,,
390687,"Alex Newby","Alexander Lewis Newby",,England,"Right Winger","York City",1252,,,,,,,,,,
390693,"Mitch Clark","Mitchell Reece Clark",,"Wales, England",Right-Back,"Swindon Town",352,175000,,,,,,,,"Mitchell Clark",
391132,"Matt Butcher","Matthew David Butcher",,England,"Defensive Midfield",Salford,34888,300000,,,,,,,,"Matt Butcher",
391470,"Marcus Browne","Marcus Alexander Browne",,England,"Left Winger","AFC Wimbledon",3884,175000,,,,,,,,"Marcus Browne",
391788,"CJ Hamilton","Christopher Nathan Hamilton",,"Ireland, England","Left Winger",Blackpool,1181,300000,,,,,,,,"CJ Hamilton",
392759,"Harrison Male","Harrison Darren Male",,England,Goalkeeper,Tranmere,1074,,,,,,,,,,
392761,"Zech Medley","Zechariah Joshua Henry Medley",,England,Centre-Back,"York City",1252,325000,,,,,,,,"Zech Medley",
392766,"George McEachran","George James McEachran",,"England, Scotland","Central Midfield",Chesterfield,1219,275000,,,,,,,,"George McEachran",
1002283,"Max Anchor",,,Canada,Goalkeeper,Seattle,9636,150000,,,,,,,,,
392774,"Kane Wilson","Kane Leo Wilson",,England,Right-Back,"MK Dons",991,300000,,,,,,,,"Kane Wilson",
395797,"Sam Hughes","Samuel Joseph Hughes",,England,Centre-Back,Peterborough,1072,200000,,,,,,,,,
396176,"Tom Sang","Thomas Roy Sang",,England,Right-Back,Shrewsbury,3054,225000,,,,,,,,"Tom Sang",
396678,"Alfie Kilgour","Alfie George Alexander Kilgour",,England,Centre-Back,"Bristol Rovers",2455,250000,,,,,,,,"Alfie Kilgour",
396857,"Dan Kemp","Daniel Harry Kemp",,England,"Attacking Midfield",Stevenage,3684,550000,,,,,,,,"Dan Kemp",
398063,"Luke Southwood","Luke Kevin Southwood",,"Northern Ireland, England",Goalkeeper,"Bristol Rovers",2455,200000,,,,,,,,"Luke Southwood",
399262,"Fraser Murray",,,Scotland,"Left Midfield",Wigan,1071,600000,,,,,,,,"Fraser Murray",
399340,"Hakeem Odoffin","Hakeem Ademola Odoffin",,"England, Nigeria","Defensive Midfield",Luton,1031,550000,,,,,,,,"Hakeem Odoffin",
399454,"Alex Pattison","Alexander Antony Pattison",,England,"Central Midfield",Walsall,899,250000,,,,,,,,"Alex Pattison",
403437,"Ciarán Kelly",,,Ireland,Centre-Back,"Bristol Rovers",2455,200000,,,,,,,,"Ciarán Kelly",
404381,"Brandon Cooper","Brandon James Cooper",,Wales,Centre-Back,Salford,34888,350000,,,,,,,,"Brandon Cooper",
404387,"Joe Lewis","Joe Cameron Lewis",,Wales,Centre-Back,"AFC Wimbledon",3884,300000,,,,,,,,,
405978,"Matty Platt","Matthew James Platt",,England,Centre-Back,"Notts County",1045,325000,,,,,,,,"Matty Platt",
406558,"Steven Sessegnon","Zeze Steven Sessegnon",,"England, Benin",Right-Back,"AFC Wimbledon",3884,250000,,,,,,,,"Steven Sessegnon",
405982,"Idris Kanu","Idris Sheka Kanu",,"Sierra Leone, England","Right Winger",Barnet,2804,250000,,,,,,,,"Idris Kanu",
406736,"Andy Dallas","Andrew Robert Dallas",,Scotland,Centre-Forward,Walsall,899,100000,,,,,,,,,
406935,"Terence Vancooten","Terence Owen Vancooten",,"Guyana, England",Centre-Back,Stevenage,3684,325000,,,,,,,,"Terence Vancooten",
407021,"Mads Andersen","Mads Juel Andersen",,Denmark,Centre-Back,Luton,1031,2000000,,,,,,,,"Mads Frökjaer-Jensen",
410436,"Bailey Peacock-Farrell",,,"Northern Ireland, England",Goalkeeper,Blackpool,1181,900000,,,,,,,,"Javan Peacock",
411495,"Max Sanders","Max Harrison Sanders",,England,"Central Midfield","Notts County",1045,400000,,,,,,,,"Max Sanders",
412949,"Denzel Hall",,,"Netherlands, Jamaica",Right-Back,Rotherham,1194,500000,,,,,,,,"Denzel Hall",
415170,"Randell Williams","Randell Alphonso Williams",,England,"Left Midfield",Reading,1032,200000,,,,,,,,"Randell Williams",
414892,"George Miller",,,England,Centre-Forward,Cheltenham,3371,125000,,,,,,,,"George Miller",
419326,"Owen Bailey","Owen John Edward Bailey",,England,"Defensive Midfield",Doncaster,2454,650000,,,,,,,,"Owen Bailey",
419331,"Luke Molyneux","Luke James Molyneux",,England,"Right Winger",Salford,34888,600000,,,,,,,,"Luke Molyneux",
423277,"Maziar Kouhyar","Qamaruddin Maziar Kouhyar , قمرالدین مازیار کوهیار",,"Afghanistan, England","Right Winger","Notts County",1045,150000,,,,,,,,"Maz Kouhyar",
419930,"Jack Simpson","Jack Benjamin Simpson",,England,Centre-Back,Chesterfield,1219,225000,,,,,,,,"Jack Simpson",
423617,"Denver Hume","Denver Jay Hume",,England,Left-Back,Fleetwood,11177,150000,,,,,,,,"Denver Hume",
424456,"Corey Addai","Corey Kofi Cheremeh Addai",,"Jamaica, England",Goalkeeper,"Burton Albion",2963,400000,,,,,,,,"Corey Addai",
424414,"Jonny Smith","Jonathan Gary Smith",,"England, Ireland","Right Winger",Wigan,1071,175000,,,,,,,,"Jonny Smith",
424884,"Ryan East","Ryan Henry East",,England,"Defensive Midfield",Rochdale,1088,,,,,,,,,,
424900,"Tom Holmes","Thomas Richard Holmes",,England,Centre-Back,Luton,1031,800000,,,,,,,,,
424903,"Ethan Coleman","Ethan Jay Coleman",,England,"Defensive Midfield",Gillingham,2814,250000,,,,,,,,"Ethan Coleman",
425268,"Liam Coyle","Liam Christopher Coyle",,"Northern Ireland, England","Defensive Midfield",Accrington,3688,175000,,,,,,,,,
